Vocabulario,Nota1,Nota2,Nota3,Nota4,Nota5
"honor",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"schuckers",0.0000000000,0.0000000000,0.0000024072,0.0000000000,0.0000000000
"tully",0.0000000000,0.0000000000,0.0000007640,0.0000005877,0.0000004486
"purchases",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"downer",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"usage",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"racked",0.0000000000,0.0000016936,0.0000007640,0.0000002938,0.0000000000
"pros",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"audio",0.0000010487,0.0000003699,0.0000000000,0.0000012836,0.0000005879
"players",0.0000000000,0.0000018496,0.0000013350,0.0000012836,0.0000018616
"cons",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"connectivity",0.0000005244,0.0000003699,0.0000000000,0.0000006418,0.0000002939
"halls",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"atleast",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"sacrificing",0.0000000000,0.0000000000,0.0000000000,0.0000021083,0.0000012070
"endeavouring",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"create",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"uber",0.0000000000,0.0000008468,0.0000000000,0.0000008815,0.0000011215
"maxmum",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"hipster",0.0000000000,0.0000000000,0.0000000000,0.0000005271,0.0000012070
"26-35",0.0000000000,0.0000000000,0.0000000000,0.0000005271,0.0000004023
"shoe",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"designers",0.0000000000,0.0000007398,0.0000006675,0.0000002567,0.0000006858
"moguls",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000021200
"fasion",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"mavens",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"sunglasses",0.0000000000,0.0000007398,0.0000006675,0.0000012836,0.0000010778
"territory",0.0000000000,0.0000003699,0.0000003337,0.0000003851,0.0000006858
"swathed",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"somber",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"swank",0.0000000000,0.0000000000,0.0000000000,0.0000005271,0.0000008047
"accents",0.0000005244,0.0000000000,0.0000003337,0.0000003851,0.0000006858
"abounded",0.0000000000,0.0000015190,0.0000000000,0.0000000000,0.0000008047
"stereo",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"waterfall",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"might",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"skipped",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"latest",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"fashions",0.0000000000,0.0000000000,0.0000000000,0.0000005271,0.0000008047
"thriving",0.0000000000,0.0000000000,0.0000013705,0.0000000000,0.0000008047
"canyons",0.0000000000,0.0000015190,0.0000000000,0.0000000000,0.0000004023
"10-20",0.0000012004,0.0000000000,0.0000000000,0.0000005877,0.0000011215
"referals",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"exited",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"dragging",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"amenaties",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"resturaunt",0.0000024007,0.0000000000,0.0000000000,0.0000020569,0.0000002243
"transformed",0.0000005244,0.0000003699,0.0000000000,0.0000005134,0.0000004899
"younger",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"croud",0.0000000000,0.0000000000,0.0000000000,0.0000005271,0.0000004023
"surprissed",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"couples",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"desired",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"brrrrrrrrrrrrrrr",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"willows",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"creating",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"enveloped",0.0000012004,0.0000008468,0.0000000000,0.0000000000,0.0000002243
"aroma",0.0000024007,0.0000000000,0.0000000000,0.0000011754,0.0000006729
"vanilla",0.0000000000,0.0000003699,0.0000016687,0.0000019254,0.0000006858
"chilled-out",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"subdued",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"1940",0.0000000000,0.0000000000,0.0000000000,0.0000005271,0.0000004023
"bathed",0.0000005244,0.0000007398,0.0000000000,0.0000002567,0.0000000980
"earth",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"focusses",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"regional",0.0000000000,0.0000003699,0.0000003337,0.0000003851,0.0000003919
"seasonal",0.0000000000,0.0000000000,0.0000000000,0.0000015812,0.0000012070
"prixe",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"fixe",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000014133
"accompanied",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"culinary",0.0000000000,0.0000025404,0.0000000000,0.0000011754,0.0000011215
"education",0.0000010487,0.0000003699,0.0000000000,0.0000003851,0.0000002939
"delights",0.0000000000,0.0000003699,0.0000003337,0.0000005134,0.0000009798
"service-oriented",0.0000000000,0.0000000000,0.0000000000,0.0000005271,0.0000016093
"hotel-loved",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"stepped",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"scented",0.0000000000,0.0000011097,0.0000010012,0.0000011552,0.0000013717
"12-15",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"till",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"meantime",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"humiliating",0.0000012004,0.0000000000,0.0000000000,0.0000002938,0.0000002243
"privately",0.0000020974,0.0000000000,0.0000003337,0.0000002567,0.0000002939
"ofer",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"apologies",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"shows",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"70-80",0.0000012004,0.0000000000,0.0000007640,0.0000002938,0.0000000000
"incident",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"unnoticed",0.0000012004,0.0000000000,0.0000007640,0.0000000000,0.0000004486
"coordinating",0.0000036011,0.0000000000,0.0000007640,0.0000000000,0.0000011215
"decide",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"sevice",0.0000010487,0.0000003699,0.0000000000,0.0000003851,0.0000011757
"existent",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"designer",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"lightly",0.0000010487,0.0000000000,0.0000006675,0.0000010269,0.0000010778
"names",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"mainstream",0.0000000000,0.0000000000,0.0000007640,0.0000008815,0.0000004486
"wrapped",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"noise-protect",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"hint",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"conditionned",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"react",0.0000000000,0.0000003699,0.0000003337,0.0000001284,0.0000003919
"technological",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"signals",0.0000010487,0.0000000000,0.0000003337,0.0000002567,0.0000001960
"departing",0.0000000000,0.0000029593,0.0000010012,0.0000023104,0.0000014697
"awaked",0.0000000000,0.0000015190,0.0000000000,0.0000005271,0.0000000000
"aisle",0.0000000000,0.0000008468,0.0000000000,0.0000011754,0.0000008972
"incidentals",0.0000010487,0.0000014796,0.0000010012,0.0000001284,0.0000000000
"emptied",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"moderates",0.0000000000,0.0000000000,0.0000024072,0.0000000000,0.0000000000
"minnesota",0.0000000000,0.0000008468,0.0000007640,0.0000000000,0.0000006729
"temperate",0.0000000000,0.0000000000,0.0000013705,0.0000000000,0.0000004023
"factor",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"climate",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"roasting",0.0000012004,0.0000000000,0.0000007640,0.0000000000,0.0000002243
"freezing",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"entertaining",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"smoky",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"crash",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"tacoma",0.0000000000,0.0000000000,0.0000013705,0.0000005271,0.0000000000
"murano",0.0000000000,0.0000008468,0.0000000000,0.0000002938,0.0000035887
"exceded",0.0000000000,0.0000000000,0.0000000000,0.0000010541,0.0000008047
"sushi",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"travelzoo",0.0000000000,0.0000003699,0.0000006675,0.0000006418,0.0000009798
"open-air",0.0000000000,0.0000003699,0.0000006675,0.0000019254,0.0000014697
"courhouse",0.0000000000,0.0000000000,0.0000024072,0.0000000000,0.0000000000
"scratchy",0.0000010487,0.0000022195,0.0000006675,0.0000002567,0.0000000000
"spiritual",0.0000000000,0.0000000000,0.0000007640,0.0000002938,0.0000002243
"greyhound",0.0000000000,0.0000000000,0.0000007640,0.0000005877,0.0000004486
"finishes",0.0000000000,0.0000003699,0.0000003337,0.0000010269,0.0000009798
"etrocalgary",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"meagre",0.0000005244,0.0000000000,0.0000003337,0.0000001284,0.0000000980
"bates",0.0000113459,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"bowl",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"mounted",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"fitting",0.0000005244,0.0000003699,0.0000000000,0.0000005134,0.0000005879
"scarey",0.0000010487,0.0000007398,0.0000003337,0.0000001284,0.0000000000
"slip",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"categary",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"avedia",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"strongly",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"ruin",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"fawned",0.0000000000,0.0000000000,0.0000007640,0.0000002938,0.0000002243
"topless",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"offend",0.0000000000,0.0000008468,0.0000015280,0.0000005877,0.0000000000
"stunned",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"effortlessly",0.0000000000,0.0000000000,0.0000007640,0.0000005877,0.0000008972
"malfunction",0.0000000000,0.0000000000,0.0000000000,0.0000005271,0.0000004023
"shook",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"hesitated",0.0000000000,0.0000008468,0.0000000000,0.0000002938,0.0000017943
"questioning",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"extreme",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"daddy",0.0000000000,0.0000000000,0.0000000000,0.0000015812,0.0000004023
"bebo",0.0000000000,0.0000000000,0.0000015280,0.0000008815,0.0000008972
"artist",0.0000005244,0.0000000000,0.0000003337,0.0000003851,0.0000016656
"explains",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"harry",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"automobile",0.0000000000,0.0000000000,0.0000000000,0.0000005271,0.0000004023
"kathleen",0.0000021532,0.0000000000,0.0000000000,0.0000000000,0.0000004023
"finger",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"ladies",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"awaited",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"fond",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"hands",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"twist",0.0000000000,0.0000007398,0.0000003337,0.0000002567,0.0000013717
"intriguing",0.0000000000,0.0000000000,0.0000007640,0.0000005877,0.0000011215
"satisfying",0.0000000000,0.0000000000,0.0000007640,0.0000029384,0.0000040373
"finest",0.0000020974,0.0000018496,0.0000000000,0.0000019254,0.0000039191
"wrap",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"mate",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"aphrodiasiac",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"pink",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"trashy",0.0000000000,0.0000000000,0.0000007640,0.0000002938,0.0000002243
"liking",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"massager",0.0000000000,0.0000000000,0.0000013705,0.0000010541,0.0000000000
"intimacy",0.0000000000,0.0000008468,0.0000000000,0.0000002938,0.0000004486
"labeled",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"phermones",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"smallness",0.0000000000,0.0000000000,0.0000000000,0.0000005271,0.0000004023
"16th",0.0000000000,0.0000033292,0.0000010012,0.0000041074,0.0000039191
"roaming",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"perusing",0.0000000000,0.0000000000,0.0000000000,0.0000005271,0.0000004023
"flavors",0.0000000000,0.0000003699,0.0000003337,0.0000007701,0.0000002939
"lightning",0.0000010487,0.0000000000,0.0000006675,0.0000005134,0.0000003919
"glitches",0.0000000000,0.0000003699,0.0000026700,0.0000008985,0.0000006858
"anymore",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"greeting",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"carried",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"showbox",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"wasting",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"deffinatly",0.0000000000,0.0000000000,0.0000000000,0.0000021083,0.0000008047
"speacial",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000014133
"sudden",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"butlers",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"them",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"whack",0.0000000000,0.0000000000,0.0000007640,0.0000002938,0.0000004486
"target",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"rehabbed",0.0000000000,0.0000015190,0.0000000000,0.0000005271,0.0000000000
"you__Ç_éêl",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"soggy",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"portrayals",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"meaning",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"prides",0.0000010487,0.0000007398,0.0000003337,0.0000001284,0.0000000000
"its__Ç",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"dÄcor",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"artwork",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"80__Ç_é_",0.0000012004,0.0000008468,0.0000000000,0.0000000000,0.0000004486
"brings",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"everyone__Ç_é_",0.0000000000,0.0000008468,0.0000007640,0.0000008815,0.0000000000
"can__Ç_é_",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"boogie",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"accurately",0.0000000000,0.0000003699,0.0000006675,0.0000007701,0.0000006858
"portray",0.0000000000,0.0000015190,0.0000000000,0.0000005271,0.0000000000
"armoires",0.0000000000,0.0000033872,0.0000000000,0.0000002938,0.0000002243
"drawer",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"underwear",0.0000010487,0.0000011097,0.0000000000,0.0000002567,0.0000004899
"respected",0.0000000000,0.0000003699,0.0000006675,0.0000006418,0.0000006858
"managers",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"ironic",0.0000000000,0.0000016936,0.0000000000,0.0000002938,0.0000002243
"leaked",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"learned",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"remembering",0.0000000000,0.0000011097,0.0000006675,0.0000005134,0.0000011757
"restock",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"politely",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"address",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"exhaust",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"repeated",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"rain",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"runoff",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"pounds",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"housing",0.0000060018,0.0000025404,0.0000000000,0.0000000000,0.0000015701
"torture",0.0000000000,0.0000014796,0.0000010012,0.0000002567,0.0000001960
"wound",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"straddling",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"windowsill",0.0000000000,0.0000015190,0.0000000000,0.0000000000,0.0000004023
"killed",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"alarm",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"complicated",0.0000000000,0.0000014796,0.0000013350,0.0000012836,0.0000003919
"recall",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"notification",0.0000000000,0.0000016936,0.0000007640,0.0000000000,0.0000002243
"busniess",0.0000000000,0.0000015190,0.0000000000,0.0000000000,0.0000004023
"myspace",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"fixes",0.0000012004,0.0000016936,0.0000000000,0.0000000000,0.0000002243
"sessions",0.0000000000,0.0000007398,0.0000006675,0.0000006418,0.0000005879
"reek",0.0000005244,0.0000003699,0.0000000000,0.0000001284,0.0000000980
"approachable",0.0000000000,0.0000025404,0.0000000000,0.0000020569,0.0000024672
"asian",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"hash",0.0000000000,0.0000050809,0.0000000000,0.0000005877,0.0000020186
"foo-foo",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"breads",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"greasy",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"filling",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"garnish",0.0000000000,0.0000030379,0.0000000000,0.0000005271,0.0000000000
"glutton",0.0000021532,0.0000015190,0.0000000000,0.0000000000,0.0000000000
"lover",0.0000000000,0.0000025894,0.0000013350,0.0000016687,0.0000014697
"verdict",0.0000005244,0.0000007398,0.0000003337,0.0000000000,0.0000000980
"stripping",0.0000012004,0.0000008468,0.0000007640,0.0000000000,0.0000000000
"fa__ade",0.0000000000,0.0000015190,0.0000000000,0.0000010541,0.0000000000
"motels",0.0000024007,0.0000050809,0.0000000000,0.0000017630,0.0000000000
"89-109",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"downs",0.0000000000,0.0000003699,0.0000010012,0.0000001284,0.0000000980
"violated",0.0000021532,0.0000030379,0.0000000000,0.0000000000,0.0000000000
"same-gender",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"19-25",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"max-imum",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"enjoyment",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"co-worker",0.0000000000,0.0000007398,0.0000003337,0.0000006418,0.0000004899
"semi-business",0.0000000000,0.0000000000,0.0000000000,0.0000005271,0.0000004023
"mindful",0.0000005244,0.0000000000,0.0000003337,0.0000005134,0.0000002939
"wise",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"competetive",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"a-ok",0.0000000000,0.0000000000,0.0000013705,0.0000000000,0.0000008047
"bottled",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"angle",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"lingers",0.0000005244,0.0000000000,0.0000003337,0.0000001284,0.0000000980
"sensative",0.0000000000,0.0000030379,0.0000000000,0.0000000000,0.0000004023
"attempted",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"laden",0.0000000000,0.0000000000,0.0000007640,0.0000005877,0.0000006729
"duvets",0.0000000000,0.0000003699,0.0000016687,0.0000011552,0.0000014697
"ameneties",0.0000005244,0.0000000000,0.0000003337,0.0000002567,0.0000003919
"edgy",0.0000000000,0.0000015190,0.0000000000,0.0000000000,0.0000024140
"lettering",0.0000000000,0.0000000000,0.0000013705,0.0000000000,0.0000004023
"mimi",0.0000000000,0.0000000000,0.0000015280,0.0000002938,0.0000008972
"singles",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"seersucker",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"lined",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"novelty",0.0000000000,0.0000016936,0.0000000000,0.0000008815,0.0000022429
"impeccibly",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000014133
"corners",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"creepy-free",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"flown",0.0000024007,0.0000000000,0.0000000000,0.0000014692,0.0000015701
"settle",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"oh-so-sensational",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"kills",0.0000000000,0.0000000000,0.0000000000,0.0000010541,0.0000008047
"similiar",0.0000000000,0.0000007398,0.0000006675,0.0000003851,0.0000005879
"crucial",0.0000012004,0.0000008468,0.0000000000,0.0000000000,0.0000008972
"hiccups",0.0000000000,0.0000003699,0.0000003337,0.0000007701,0.0000000980
"patient",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"dilligent",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000014133
"seventh",0.0000005244,0.0000000000,0.0000003337,0.0000002567,0.0000005879
"fits",0.0000005244,0.0000007398,0.0000000000,0.0000012836,0.0000007838
"diff",0.0000005244,0.0000003699,0.0000003337,0.0000000000,0.0000000980
"configurations",0.0000000000,0.0000003699,0.0000003337,0.0000001284,0.0000002939
"split",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"propped",0.0000000000,0.0000016936,0.0000015280,0.0000000000,0.0000002243
"talks",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"carts",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"bellperson",0.0000000000,0.0000030379,0.0000000000,0.0000005271,0.0000000000
"geometry",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"standing",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"unreal",0.0000000000,0.0000011097,0.0000003337,0.0000007701,0.0000008818
"remotely",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"resembling",0.0000012004,0.0000025404,0.0000000000,0.0000000000,0.0000002243
"presses",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"buttons",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"emerald",0.0000005244,0.0000000000,0.0000003337,0.0000005134,0.0000004899
"swinging",0.0000000000,0.0000007398,0.0000003337,0.0000006418,0.0000001960
"kitten",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"moggy",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"tech",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"vibrant",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"landings",0.0000005244,0.0000000000,0.0000003337,0.0000001284,0.0000001960
"photograpy",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"cultural",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"itself",0.0000000000,0.0000000000,0.0000045841,0.0000014692,0.0000020186
"will",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"unusual",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"primarily",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"intelligent",0.0000005244,0.0000003699,0.0000000000,0.0000002567,0.0000002939
"uniformly",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"malfunctioning",0.0000005244,0.0000018496,0.0000006675,0.0000000000,0.0000001960
"requires",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"flexible",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"splitting",0.0000000000,0.0000008468,0.0000000000,0.0000005877,0.0000004486
"ways",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"obvious",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"doughnut",0.0000000000,0.0000000000,0.0000000000,0.0000005271,0.0000004023
"roomier",0.0000000000,0.0000003699,0.0000006675,0.0000002567,0.0000002939
"mistakenly",0.0000010487,0.0000000000,0.0000010012,0.0000006418,0.0000003919
"quoted",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"extra-low",0.0000000000,0.0000000000,0.0000024072,0.0000000000,0.0000000000
"super-starched",0.0000000000,0.0000000000,0.0000024072,0.0000000000,0.0000000000
"equate",0.0000000000,0.0000000000,0.0000007640,0.0000005877,0.0000004486
"deciding",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"sara",0.0000000000,0.0000016936,0.0000000000,0.0000005877,0.0000020186
"bunch",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"justify",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"sub-",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"sound-proof",0.0000000000,0.0000000000,0.0000007640,0.0000005877,0.0000006729
